CustomerID,Recency,Frequency,Monetary,Churn,R_log,F_log,M_log
12346,234,1,77183.6,1,5.459585514144159,0.6931471805599453,9.584183313001468
12347,38,5,2790.86,0,3.6635616461296463,1.791759469228055,7.934463319358572
12348,157,3,1487.24,0,5.062595033026967,1.3862943611198906,7.305349492709732
12350,219,1,334.4,1,5.393627546352361,0.6931471805599453,5.815323849389109
12352,171,5,1561.81,0,5.147494476813453,1.791759469228055,7.354240761931879
12353,113,1,89.0,1,4.736198448394496,0.6931471805599453,4.499809670330265
12354,141,1,1079.4,1,4.955827057601261,0.6931471805599453,6.985086621918461
12355,123,1,459.4,1,4.820281565605037,0.6931471805599453,6.132095676847728
12356,154,2,2753.08,0,5.043425116919247,1.0986122886681096,7.920838727523195
12358,59,1,484.86,0,4.0943445622221,0.6931471805599453,6.185920516557937
12359,98,3,3495.73,0,4.59511985013459,1.3862943611198906,8.159583525046289
12360,21,2,1618.28,0,3.091042453358316,1.0986122886681096,7.38973688498728
12361,196,1,189.9,1,5.2832037287379885,0.6931471805599453,5.251749730731702
12362,29,4,1747.35,0,3.4011973816621555,1.6094379124341003,7.4664277650053155
12363,18,2,552.0,1,2.9444389791664403,1.0986122886681096,6.315358001522335
12364,21,1,623.92,0,3.091042453358316,0.6931471805599453,6.437623641543702
12365,200,2,641.38,1,5.303304908059076,1.0986122886681096,6.465180028897591
12370,183,3,2802.66,0,5.214935757608986,1.3862943611198906,7.938680985452955
12372,121,2,914.9200000000001,0,4.804021044733257,1.0986122886681096,6.819929024615557
12373,220,1,364.6,1,5.3981627015177525,0.6931471805599453,5.901539839579995
12375,7,1,230.3,0,2.0794415416798357,0.6931471805599453,5.443715569237393
12377,224,2,1628.12,1,5.41610040220442,1.0986122886681096,7.395795270713971
12378,38,1,4008.62,1,3.6635616461296463,0.6931471805599453,8.29645175271804
12379,79,1,459.84,0,4.382026634673881,0.6931471805599453,6.133050911169852
12380,94,1,607.5500000000001,0,4.553876891600541,0.6931471805599453,6.411079078320566
12381,28,1,1268.74,0,3.367295829986474,0.6931471805599453,7.146567434084286
12383,93,5,1850.56,1,4.543294782270004,1.791759469228055,7.523783805985769
12384,30,1,292.69,0,3.4339872044851463,0.6931471805599453,5.682524789276261
12386,246,2,401.9,1,5.5093883366279774,1.0986122886681096,5.998688392197302
12388,57,4,1668.3400000000001,0,4.060443010546419,1.6094379124341003,7.420183617714074
12393,154,3,1061.1000000000001,0,5.043425116919247,1.3862943611198906,6.968003359327494
12394,126,1,381.08,0,4.844187086458591,0.6931471805599453,5.945630010764183
12395,21,8,1899.57,0,3.091042453358316,2.1972245773362196,7.54990912016353
12397,44,1,1214.81,0,3.8066624897703196,0.6931471805599453,7.103165800317809
12399,28,4,1108.65,1,3.367295829986474,1.6094379124341003,7.011799929268738
12401,212,1,84.3,1,5.3612921657094255,0.6931471805599453,4.446174454497633
12402,232,1,225.6,1,5.4510384535657,0.6931471805599453,5.423186348593906
12405,57,1,1710.39,1,4.060443010546419,0.6931471805599453,7.445061184797548
